segment_id,source_run,flight_name,icao24,split
step1_raw_2024-07-01_to_2024-08-01/20240722_ab7268_085754_100559,step1_raw_2024-07-01_to_2024-08-01,20240722_ab7268_085754_100559,ab7268,train
step1_raw_2024-07-01_to_2024-08-01/20240723_3465c5_100709_111807,step1_raw_2024-07-01_to_2024-08-01,20240723_3465c5_100709_111807,3465c5,train
step1_raw_2024-07-01_to_2024-08-01/20240723_4007ed_113750_130103,step1_raw_2024-07-01_to_2024-08-01,20240723_4007ed_113750_130103,4007ed,train
step1_raw_2024-07-01_to_2024-08-01/20240723_461f0d_102403_115247,step1_raw_2024-07-01_to_2024-08-01,20240723_461f0d_102403_115247,461f0d,test
step1_raw_2024-07-01_to_2024-08-01/20240724_39cf0f_104251_115211,step1_raw_2024-07-01_to_2024-08-01,20240724_39cf0f_104251_115211,39cf0f,train
step1_raw_2024-07-01_to_2024-08-01/20240724_400771_064445_081754,step1_raw_2024-07-01_to_2024-08-01,20240724_400771_064445_081754,400771,train
step1_raw_2024-07-01_to_2024-08-01/20240724_407af1_091417_102512,step1_raw_2024-07-01_to_2024-08-01,20240724_407af1_091417_102512,407af1,test
step1_raw_2024-07-01_to_2024-08-01/20240724_448465_103956_114330,step1_raw_2024-07-01_to_2024-08-01,20240724_448465_103956_114330,448465,train
step1_raw_2024-07-01_to_2024-08-01/20240724_76cd43_081102_092023,step1_raw_2024-07-01_to_2024-08-01,20240724_76cd43_081102_092023,76cd43,train
step1_raw_2024-07-01_to_2024-08-01/20240724_a05628_100716_111637,step1_raw_2024-07-01_to_2024-08-01,20240724_a05628_100716_111637,a05628,train
step1_raw_2024-07-01_to_2024-08-01/20240724_a7615f_064331_075423,step1_raw_2024-07-01_to_2024-08-01,20240724_a7615f_064331_075423,a7615f,test
step1_raw_2024-07-01_to_2024-08-01/20240725_347343_064307_081453,step1_raw_2024-07-01_to_2024-08-01,20240725_347343_064307_081453,347343,val
step1_raw_2024-07-01_to_2024-08-01/20240725_40808c_080358_091319,step1_raw_2024-07-01_to_2024-08-01,20240725_40808c_080358_091319,40808c,test
step1_raw_2024-07-01_to_2024-08-01/20240725_a75da8_094151_110011,step1_raw_2024-07-01_to_2024-08-01,20240725_a75da8_094151_110011,a75da8,train
step1_raw_2024-07-01_to_2024-08-01/20240725_a9f502_132601_145723,step1_raw_2024-07-01_to_2024-08-01,20240725_a9f502_132601_145723,a9f502,val
step1_raw_2024-07-01_to_2024-08-01/20240725_ab7268_084401_094622,step1_raw_2024-07-01_to_2024-08-01,20240725_ab7268_084401_094622,ab7268,train
step1_raw_2024-07-01_to_2024-08-01/20240726_34760a_102229_114254,step1_raw_2024-07-01_to_2024-08-01,20240726_34760a_102229_114254,34760a,train
step1_raw_2024-07-01_to_2024-08-01/20240726_407943_084542_095547,step1_raw_2024-07-01_to_2024-08-01,20240726_407943_084542_095547,407943,train
step1_raw_2024-07-01_to_2024-08-01/20240726_a75da8_065405_080325,step1_raw_2024-07-01_to_2024-08-01,20240726_a75da8_065405_080325,a75da8,train
step1_raw_2024-07-01_to_2024-08-01/20240726_a8397c_072658_085005,step1_raw_2024-07-01_to_2024-08-01,20240726_a8397c_072658_085005,a8397c,val
step1_raw_2024-07-01_to_2024-08-01/20240726_aa92f9_134450_150933,step1_raw_2024-07-01_to_2024-08-01,20240726_aa92f9_134450_150933,aa92f9,train
step1_raw_2024-07-01_to_2024-08-01/20240726_ac3448_090000_100920,step1_raw_2024-07-01_to_2024-08-01,20240726_ac3448_090000_100920,ac3448,test
step1_raw_2024-07-01_to_2024-08-01/20240726_c078c2_112307_123049,step1_raw_2024-07-01_to_2024-08-01,20240726_c078c2_112307_123049,c078c2,val
step1_raw_2024-07-01_to_2024-08-01/20240727_0101dc_112325_123625,step1_raw_2024-07-01_to_2024-08-01,20240727_0101dc_112325_123625,0101dc,train
step1_raw_2024-07-01_to_2024-08-01/20240727_04021d_095645_110936,step1_raw_2024-07-01_to_2024-08-01,20240727_04021d_095645_110936,04021d,train
step1_raw_2024-07-01_to_2024-08-01/20240727_39d2a6_120422_131549,step1_raw_2024-07-01_to_2024-08-01,20240727_39d2a6_120422_131549,39d2a6,train
step1_raw_2024-07-01_to_2024-08-01/20240727_4005bb_080248_091210,step1_raw_2024-07-01_to_2024-08-01,20240727_4005bb_080248_091210,4005bb,train
step1_raw_2024-07-01_to_2024-08-01/20240727_4006c4_122038_141136,step1_raw_2024-07-01_to_2024-08-01,20240727_4006c4_122038_141136,4006c4,train
step1_raw_2024-07-01_to_2024-08-01/20240727_4007f4_110353_120542,step1_raw_2024-07-01_to_2024-08-01,20240727_4007f4_110353_120542,4007f4,train
step1_raw_2024-07-01_to_2024-08-01/20240727_407f2d_093426_103653,step1_raw_2024-07-01_to_2024-08-01,20240727_407f2d_093426_103653,407f2d,train
step1_raw_2024-07-01_to_2024-08-01/20240727_461f06_102440_112527,step1_raw_2024-07-01_to_2024-08-01,20240727_461f06_102440_112527,461f06,val
step1_raw_2024-07-01_to_2024-08-01/20240727_4b18fe_070317_081238,step1_raw_2024-07-01_to_2024-08-01,20240727_4b18fe_070317_081238,4b18fe,train
step1_raw_2024-07-01_to_2024-08-01/20240727_aa8a83_130928_143024,step1_raw_2024-07-01_to_2024-08-01,20240727_aa8a83_130928_143024,aa8a83,train
step1_raw_2024-07-01_to_2024-08-01/20240727_ac0cab_063735_074647,step1_raw_2024-07-01_to_2024-08-01,20240727_ac0cab_063735_074647,ac0cab,train
step1_raw_2024-07-01_to_2024-08-01/20240727_c023b7_080714_092040,step1_raw_2024-07-01_to_2024-08-01,20240727_c023b7_080714_092040,c023b7,train
step1_raw_2024-07-01_to_2024-08-01/20240728_06a120_072854_083815,step1_raw_2024-07-01_to_2024-08-01,20240728_06a120_072854_083815,06a120,train
step1_raw_2024-07-01_to_2024-08-01/20240728_06a19f_093126_110727,step1_raw_2024-07-01_to_2024-08-01,20240728_06a19f_093126_110727,06a19f,test
step1_raw_2024-07-01_to_2024-08-01/20240728_346114_114736_132536,step1_raw_2024-07-01_to_2024-08-01,20240728_346114_114736_132536,346114,train
step1_raw_2024-07-01_to_2024-08-01/20240728_347386_111246_123558,step1_raw_2024-07-01_to_2024-08-01,20240728_347386_111246_123558,347386,train
step1_raw_2024-07-01_to_2024-08-01/20240728_39cf0e_102024_114338,step1_raw_2024-07-01_to_2024-08-01,20240728_39cf0e_102024_114338,39cf0e,train
step1_raw_2024-07-01_to_2024-08-01/20240728_a07dc9_063930_085921,step1_raw_2024-07-01_to_2024-08-01,20240728_a07dc9_063930_085921,a07dc9,train
step1_raw_2024-07-01_to_2024-08-01/20240729_040203_094308_112034,step1_raw_2024-07-01_to_2024-08-01,20240729_040203_094308_112034,040203,train
step1_raw_2024-07-01_to_2024-08-01/20240729_347206_102948_113838,step1_raw_2024-07-01_to_2024-08-01,20240729_347206_102948_113838,347206,train
step1_raw_2024-07-01_to_2024-08-01/20240729_3475c7_113942_125632,step1_raw_2024-07-01_to_2024-08-01,20240729_3475c7_113942_125632,3475c7,train
step1_raw_2024-07-01_to_2024-08-01/20240729_4005bd_084607_094803,step1_raw_2024-07-01_to_2024-08-01,20240729_4005bd_084607_094803,4005bd,train
step1_raw_2024-07-01_to_2024-08-01/20240729_4006c0_121619_140226,step1_raw_2024-07-01_to_2024-08-01,20240729_4006c0_121619_140226,4006c0,train
step1_raw_2024-07-01_to_2024-08-01/20240729_76cdb0_090009_100930,step1_raw_2024-07-01_to_2024-08-01,20240729_76cdb0_090009_100930,76cdb0,test
step1_raw_2024-07-01_to_2024-08-01/20240729_a11bc6_123330_133803,step1_raw_2024-07-01_to_2024-08-01,20240729_a11bc6_123330_133803,a11bc6,train
step1_raw_2024-07-01_to_2024-08-01/20240730_3c6568_101803_113237,step1_raw_2024-07-01_to_2024-08-01,20240730_3c6568_101803_113237,3c6568,train
step1_raw_2024-07-01_to_2024-08-01/20240730_400684_095351_113057,step1_raw_2024-07-01_to_2024-08-01,20240730_400684_095351_113057,400684,train
step1_raw_2024-07-01_to_2024-08-01/20240730_4007ee_080815_094951,step1_raw_2024-07-01_to_2024-08-01,20240730_4007ee_080815_094951,4007ee,train
step1_raw_2024-07-01_to_2024-08-01/20240730_407944_102857_113433,step1_raw_2024-07-01_to_2024-08-01,20240730_407944_102857_113433,407944,train
step1_raw_2024-07-01_to_2024-08-01/20240730_407f19_081724_092609,step1_raw_2024-07-01_to_2024-08-01,20240730_407f19_081724_092609,407f19,train
step1_raw_2024-07-01_to_2024-08-01/20240730_4b187a_132819_145246,step1_raw_2024-07-01_to_2024-08-01,20240730_4b187a_132819_145246,4b187a,train
step1_raw_2024-07-01_to_2024-08-01/20240730_4b18fe_074327_091421,step1_raw_2024-07-01_to_2024-08-01,20240730_4b18fe_074327_091421,4b18fe,train
step1_raw_2024-07-01_to_2024-08-01/20240730_4d0116_091335_102326,step1_raw_2024-07-01_to_2024-08-01,20240730_4d0116_091335_102326,4d0116,train
step1_raw_2024-07-01_to_2024-08-01/20240730_ab7613_092255_103943,step1_raw_2024-07-01_to_2024-08-01,20240730_ab7613_092255_103943,ab7613,val
step1_raw_2024-07-01_to_2024-08-01/20240730_ab7fe6_135053_152440,step1_raw_2024-07-01_to_2024-08-01,20240730_ab7fe6_135053_152440,ab7fe6,train
step1_raw_2024-07-01_to_2024-08-01/20240730_ac0196_141734_152028,step1_raw_2024-07-01_to_2024-08-01,20240730_ac0196_141734_152028,ac0196,test
step1_raw_2024-07-01_to_2024-08-01/20240730_ac308f_062300_075902,step1_raw_2024-07-01_to_2024-08-01,20240730_ac308f_062300_075902,ac308f,train
step1_raw_2024-07-01_to_2024-08-01/20240731_04021d_094613_111017,step1_raw_2024-07-01_to_2024-08-01,20240731_04021d_094613_111017,04021d,train
step1_raw_2024-07-01_to_2024-08-01/20240731_34760a_105107_121420,step1_raw_2024-07-01_to_2024-08-01,20240731_34760a_105107_121420,34760a,train
step1_raw_2024-07-01_to_2024-08-01/20240731_39c494_091717_105615,step1_raw_2024-07-01_to_2024-08-01,20240731_39c494_091717_105615,39c494,train
step1_raw_2024-07-01_to_2024-08-01/20240731_4006c4_120038_132119,step1_raw_2024-07-01_to_2024-08-01,20240731_4006c4_120038_132119,4006c4,train
step1_raw_2024-07-01_to_2024-08-01/20240731_40688c_101805_111852,step1_raw_2024-07-01_to_2024-08-01,20240731_40688c_101805_111852,40688c,val
step1_raw_2024-07-01_to_2024-08-01/20240731_40745e_125537_143514,step1_raw_2024-07-01_to_2024-08-01,20240731_40745e_125537_143514,40745e,train
step1_raw_2024-07-01_to_2024-08-01/20240731_ac2cb2_073309_084229,step1_raw_2024-07-01_to_2024-08-01,20240731_ac2cb2_073309_084229,ac2cb2,test
step1_raw_2024-07-01_to_2024-08-01/20240801_040198_095848_110632,step1_raw_2024-07-01_to_2024-08-01,20240801_040198_095848_110632,040198,train
step1_raw_2024-07-01_to_2024-08-01/20240801_461f0d_102610_113530,step1_raw_2024-07-01_to_2024-08-01,20240801_461f0d_102610_113530,461f0d,test
step1_raw_2024-07-01_to_2024-08-01/20240801_a0f428_060118_074817,step1_raw_2024-07-01_to_2024-08-01,20240801_a0f428_060118_074817,a0f428,test
step1_raw_2024-07-01_to_2024-08-01/20240801_ab7613_065717_075803,step1_raw_2024-07-01_to_2024-08-01,20240801_ab7613_065717_075803,ab7613,val
step1_raw_2024-08-10_to_2024-09-10/20240810_01025d_075000_094056,step1_raw_2024-08-10_to_2024-09-10,20240810_01025d_075000_094056,01025d,train
step1_raw_2024-08-10_to_2024-09-10/20240810_06a107_090520_100540,step1_raw_2024-08-10_to_2024-09-10,20240810_06a107_090520_100540,06a107,train
step1_raw_2024-08-10_to_2024-09-10/20240810_407af4_095013_105454,step1_raw_2024-08-10_to_2024-09-10,20240810_407af4_095013_105454,407af4,train
step1_raw_2024-08-10_to_2024-09-10/20240811_06a121_081828_094449,step1_raw_2024-08-10_to_2024-09-10,20240811_06a121_081828_094449,06a121,val
step1_raw_2024-08-10_to_2024-09-10/20240811_347388_104604_120918,step1_raw_2024-08-10_to_2024-09-10,20240811_347388_104604_120918,347388,train
step1_raw_2024-08-10_to_2024-09-10/20240811_4007ed_103149_113149,step1_raw_2024-08-10_to_2024-09-10,20240811_4007ed_103149_113149,4007ed,train
step1_raw_2024-08-10_to_2024-09-10/20240811_407af2_084929_095028,step1_raw_2024-08-10_to_2024-09-10,20240811_407af2_084929_095028,407af2,train
step1_raw_2024-08-10_to_2024-09-10/20240811_4aca63_091847_102611,step1_raw_2024-08-10_to_2024-09-10,20240811_4aca63_091847_102611,4aca63,train
step1_raw_2024-08-10_to_2024-09-10/20240811_4bb0ea_055117_070038,step1_raw_2024-08-10_to_2024-09-10,20240811_4bb0ea_055117_070038,4bb0ea,train
step1_raw_2024-08-10_to_2024-09-10/20240811_4d24fd_060651_072929,step1_raw_2024-08-10_to_2024-09-10,20240811_4d24fd_060651_072929,4d24fd,train
step1_raw_2024-08-10_to_2024-09-10/20240811_8964b3_093420_104341,step1_raw_2024-08-10_to_2024-09-10,20240811_8964b3_093420_104341,8964b3,test
step1_raw_2024-08-10_to_2024-09-10/20240811_aa92fb_091118_105845,step1_raw_2024-08-10_to_2024-09-10,20240811_aa92fb_091118_105845,aa92fb,train
step1_raw_2024-08-10_to_2024-09-10/20240811_ab7268_101107_113419,step1_raw_2024-08-10_to_2024-09-10,20240811_ab7268_101107_113419,ab7268,train
step1_raw_2024-08-10_to_2024-09-10/20240811_ab7fe6_084215_094305,step1_raw_2024-08-10_to_2024-09-10,20240811_ab7fe6_084215_094305,ab7fe6,train
step1_raw_2024-08-10_to_2024-09-10/20240812_02013f_071343_084943,step1_raw_2024-08-10_to_2024-09-10,20240812_02013f_071343_084943,02013f,train
step1_raw_2024-08-10_to_2024-09-10/20240812_06a128_080534_092625,step1_raw_2024-08-10_to_2024-09-10,20240812_06a128_080534_092625,06a128,train
step1_raw_2024-08-10_to_2024-09-10/20240812_346114_111525_122222,step1_raw_2024-08-10_to_2024-09-10,20240812_346114_111525_122222,346114,train
step1_raw_2024-08-10_to_2024-09-10/20240812_4007ed_090116_100931,step1_raw_2024-08-10_to_2024-09-10,20240812_4007ed_090116_100931,4007ed,train
step1_raw_2024-08-10_to_2024-09-10/20240812_4aca63_053547_064929,step1_raw_2024-08-10_to_2024-09-10,20240812_4aca63_053547_064929,4aca63,train
step1_raw_2024-08-10_to_2024-09-10/20240812_7380cb_121638_132557,step1_raw_2024-08-10_to_2024-09-10,20240812_7380cb_121638_132557,7380cb,train
step1_raw_2024-08-10_to_2024-09-10/20240812_76cce4_091928_102051,step1_raw_2024-08-10_to_2024-09-10,20240812_76cce4_091928_102051,76cce4,test
step1_raw_2024-08-10_to_2024-09-10/20240812_76cd47_075330_090251,step1_raw_2024-08-10_to_2024-09-10,20240812_76cd47_075330_090251,76cd47,train
step1_raw_2024-08-10_to_2024-09-10/20240812_a0a54d_063814_074024,step1_raw_2024-08-10_to_2024-09-10,20240812_a0a54d_063814_074024,a0a54d,test
step1_raw_2024-08-10_to_2024-09-10/20240812_a67f8a_080807_090938,step1_raw_2024-08-10_to_2024-09-10,20240812_a67f8a_080807_090938,a67f8a,train
step1_raw_2024-08-10_to_2024-09-10/20240812_a7563a_062136_075744,step1_raw_2024-08-10_to_2024-09-10,20240812_a7563a_062136_075744,a7563a,train
step1_raw_2024-08-10_to_2024-09-10/20240812_a76516_065610_081402,step1_raw_2024-08-10_to_2024-09-10,20240812_a76516_065610_081402,a76516,val
step1_raw_2024-08-10_to_2024-09-10/20240812_c023bd_070943_082830,step1_raw_2024-08-10_to_2024-09-10,20240812_c023bd_070943_082830,c023bd,train
step1_raw_2024-08-10_to_2024-09-10/20240813_02013f_080235_094906,step1_raw_2024-08-10_to_2024-09-10,20240813_02013f_080235_094906,02013f,train
step1_raw_2024-08-10_to_2024-09-10/20240813_3475c7_110935_124123,step1_raw_2024-08-10_to_2024-09-10,20240813_3475c7_110935_124123,3475c7,train
step1_raw_2024-08-10_to_2024-09-10/20240813_a05646_070051_081739,step1_raw_2024-08-10_to_2024-09-10,20240813_a05646_070051_081739,a05646,train
step1_raw_2024-08-10_to_2024-09-10/20240813_a66935_080559_090751,step1_raw_2024-08-10_to_2024-09-10,20240813_a66935_080559_090751,a66935,train
step1_raw_2024-08-10_to_2024-09-10/20240813_a74ecc_063002_073922,step1_raw_2024-08-10_to_2024-09-10,20240813_a74ecc_063002_073922,a74ecc,train
step1_raw_2024-08-10_to_2024-09-10/20240813_abf66c_061647_073335,step1_raw_2024-08-10_to_2024-09-10,20240813_abf66c_061647_073335,abf66c,train
step1_raw_2024-08-10_to_2024-09-10/20240813_abfa24_083525_094031,step1_raw_2024-08-10_to_2024-09-10,20240813_abfa24_083525_094031,abfa24,train
step1_raw_2024-08-10_to_2024-09-10/20240814_346146_113158_124119,step1_raw_2024-08-10_to_2024-09-10,20240814_346146_113158_124119,346146,train
step1_raw_2024-08-10_to_2024-09-10/20240814_347388_111140_123810,step1_raw_2024-08-10_to_2024-09-10,20240814_347388_111140_123810,347388,train
step1_raw_2024-08-10_to_2024-09-10/20240814_39cf0f_080924_091735,step1_raw_2024-08-10_to_2024-09-10,20240814_39cf0f_080924_091735,39cf0f,train
step1_raw_2024-08-10_to_2024-09-10/20240814_407f2d_065650_080259,step1_raw_2024-08-10_to_2024-09-10,20240814_407f2d_065650_080259,407f2d,train
step1_raw_2024-08-10_to_2024-09-10/20240814_461f07_104822_123123,step1_raw_2024-08-10_to_2024-09-10,20240814_461f07_104822_123123,461f07,train
step1_raw_2024-08-10_to_2024-09-10/20240814_4bb0ee_060335_071220,step1_raw_2024-08-10_to_2024-09-10,20240814_4bb0ee_060335_071220,4bb0ee,train
step1_raw_2024-08-10_to_2024-09-10/20240814_a0a54d_074600_085547,step1_raw_2024-08-10_to_2024-09-10,20240814_a0a54d_074600_085547,a0a54d,test
step1_raw_2024-08-10_to_2024-09-10/20240815_34740f_062102_081407,step1_raw_2024-08-10_to_2024-09-10,20240815_34740f_062102_081407,34740f,train
step1_raw_2024-08-10_to_2024-09-10/20240815_ac053f_060726_071437,step1_raw_2024-08-10_to_2024-09-10,20240815_ac053f_060726_071437,ac053f,val
step1_raw_2024-08-10_to_2024-09-10/20240816_39d2a3_113946_130258,step1_raw_2024-08-10_to_2024-09-10,20240816_39d2a3_113946_130258,39d2a3,train
step1_raw_2024-08-10_to_2024-09-10/20240816_407943_052822_065135,step1_raw_2024-08-10_to_2024-09-10,20240816_407943_052822_065135,407943,train
step1_raw_2024-08-10_to_2024-09-10/20240816_4bb0ea_054436_065552,step1_raw_2024-08-10_to_2024-09-10,20240816_4bb0ea_054436_065552,4bb0ea,train
step1_raw_2024-08-10_to_2024-09-10/20240816_4c0221_071235_082155,step1_raw_2024-08-10_to_2024-09-10,20240816_4c0221_071235_082155,4c0221,train
step1_raw_2024-08-10_to_2024-09-10/20240816_a67857_082331_093251,step1_raw_2024-08-10_to_2024-09-10,20240816_a67857_082331_093251,a67857,test
step1_raw_2024-08-10_to_2024-09-10/20240816_ab6380_083600_095421,step1_raw_2024-08-10_to_2024-09-10,20240816_ab6380_083600_095421,ab6380,val
step1_raw_2024-08-10_to_2024-09-10/20240816_c01a61_072138_092820,step1_raw_2024-08-10_to_2024-09-10,20240816_c01a61_072138_092820,c01a61,train
step1_raw_2024-08-10_to_2024-09-10/20240817_39cf0c_113000_123000,step1_raw_2024-08-10_to_2024-09-10,20240817_39cf0c_113000_123000,39cf0c,train
step1_raw_2024-08-10_to_2024-09-10/20240817_406a35_060953_071517,step1_raw_2024-08-10_to_2024-09-10,20240817_406a35_060953_071517,406a35,test
step1_raw_2024-08-10_to_2024-09-10/20240817_407af4_055855_070319,step1_raw_2024-08-10_to_2024-09-10,20240817_407af4_055855_070319,407af4,train
step1_raw_2024-08-10_to_2024-09-10/20240818_4067f5_054649_071236,step1_raw_2024-08-10_to_2024-09-10,20240818_4067f5_054649_071236,4067f5,train
step1_raw_2024-08-10_to_2024-09-10/20240818_407af4_061536_071626,step1_raw_2024-08-10_to_2024-09-10,20240818_407af4_061536_071626,407af4,train
step1_raw_2024-08-10_to_2024-09-10/20240818_a0a545_063709_075536,step1_raw_2024-08-10_to_2024-09-10,20240818_a0a545_063709_075536,a0a545,train
step1_raw_2024-08-10_to_2024-09-10/20240818_ab6737_075543_092152,step1_raw_2024-08-10_to_2024-09-10,20240818_ab6737_075543_092152,ab6737,train
step1_raw_2024-08-10_to_2024-09-10/20240818_abf66c_061348_072308,step1_raw_2024-08-10_to_2024-09-10,20240818_abf66c_061348_072308,abf66c,train
step1_raw_2024-08-10_to_2024-09-10/20240819_06a12a_075652_090613,step1_raw_2024-08-10_to_2024-09-10,20240819_06a12a_075652_090613,06a12a,train
step1_raw_2024-08-10_to_2024-09-10/20240819_407944_104117_115012,step1_raw_2024-08-10_to_2024-09-10,20240819_407944_104117_115012,407944,train
step1_raw_2024-08-10_to_2024-09-10/20240819_4b18fe_085523_112643,step1_raw_2024-08-10_to_2024-09-10,20240819_4b18fe_085523_112643,4b18fe,train
step1_raw_2024-08-10_to_2024-09-10/20240819_76cce7_093816_104737,step1_raw_2024-08-10_to_2024-09-10,20240819_76cce7_093816_104737,76cce7,test
step1_raw_2024-08-10_to_2024-09-10/20240819_a05669_110650_121610,step1_raw_2024-08-10_to_2024-09-10,20240819_a05669_110650_121610,a05669,train
step1_raw_2024-08-10_to_2024-09-10/20240819_a748bc_065409_080123,step1_raw_2024-08-10_to_2024-09-10,20240819_a748bc_065409_080123,a748bc,train
step1_raw_2024-08-10_to_2024-09-10/20240819_a75283_065525_082218,step1_raw_2024-08-10_to_2024-09-10,20240819_a75283_065525_082218,a75283,train
step1_raw_2024-08-10_to_2024-09-10/20240819_ae11e6_063343_082807,step1_raw_2024-08-10_to_2024-09-10,20240819_ae11e6_063343_082807,ae11e6,train
step1_raw_2024-08-10_to_2024-09-10/20240819_c07a14_101727_114039,step1_raw_2024-08-10_to_2024-09-10,20240819_c07a14_101727_114039,c07a14,train
step1_raw_2024-08-10_to_2024-09-10/20240820_02013f_101456_112208,step1_raw_2024-08-10_to_2024-09-10,20240820_02013f_101456_112208,02013f,train
step1_raw_2024-08-10_to_2024-09-10/20240820_3475d3_101146_112149,step1_raw_2024-08-10_to_2024-09-10,20240820_3475d3_101146_112149,3475d3,test
step1_raw_2024-08-10_to_2024-09-10/20240820_39cf01_111657_122618,step1_raw_2024-08-10_to_2024-09-10,20240820_39cf01_111657_122618,39cf01,test
step1_raw_2024-08-10_to_2024-09-10/20240820_4007ed_102951_120901,step1_raw_2024-08-10_to_2024-09-10,20240820_4007ed_102951_120901,4007ed,train
step1_raw_2024-08-10_to_2024-09-10/20240820_4067f5_051629_061933,step1_raw_2024-08-10_to_2024-09-10,20240820_4067f5_051629_061933,4067f5,train
step1_raw_2024-08-10_to_2024-09-10/20240820_4076e8_081040_091625,step1_raw_2024-08-10_to_2024-09-10,20240820_4076e8_081040_091625,4076e8,test
step1_raw_2024-08-10_to_2024-09-10/20240820_407f2c_053031_063656,step1_raw_2024-08-10_to_2024-09-10,20240820_407f2c_053031_063656,407f2c,train
step1_raw_2024-08-10_to_2024-09-10/20240820_48440f_052537_063234,step1_raw_2024-08-10_to_2024-09-10,20240820_48440f_052537_063234,48440f,val
step1_raw_2024-08-10_to_2024-09-10/20240820_a05626_100445_114140,step1_raw_2024-08-10_to_2024-09-10,20240820_a05626_100445_114140,a05626,test
step1_raw_2024-08-10_to_2024-09-10/20240820_ab79ca_082001_094631,step1_raw_2024-08-10_to_2024-09-10,20240820_ab79ca_082001_094631,ab79ca,train
step1_raw_2024-08-10_to_2024-09-10/20240820_ac21af_060321_071034,step1_raw_2024-08-10_to_2024-09-10,20240820_ac21af_060321_071034,ac21af,train
step1_raw_2024-08-10_to_2024-09-10/20240821_04021d_092650_111229,step1_raw_2024-08-10_to_2024-09-10,20240821_04021d_092650_111229,04021d,train
step1_raw_2024-08-10_to_2024-09-10/20240821_39cf0f_104645_115454,step1_raw_2024-08-10_to_2024-09-10,20240821_39cf0f_104645_115454,39cf0f,train
step1_raw_2024-08-10_to_2024-09-10/20240821_3c65ab_072608_082648,step1_raw_2024-08-10_to_2024-09-10,20240821_3c65ab_072608_082648,3c65ab,train
step1_raw_2024-08-10_to_2024-09-10/20240821_896454_092056_102141,step1_raw_2024-08-10_to_2024-09-10,20240821_896454_092056_102141,896454,train
step1_raw_2024-08-10_to_2024-09-10/20240821_896455_085103_095705,step1_raw_2024-08-10_to_2024-09-10,20240821_896455_085103_095705,896455,train
step1_raw_2024-08-10_to_2024-09-10/20240821_a05626_100139_110648,step1_raw_2024-08-10_to_2024-09-10,20240821_a05626_100139_110648,a05626,test
step1_raw_2024-08-10_to_2024-09-10/20240821_a0f428_064339_075259,step1_raw_2024-08-10_to_2024-09-10,20240821_a0f428_064339_075259,a0f428,test
step1_raw_2024-08-10_to_2024-09-10/20240821_a76516_070243_081204,step1_raw_2024-08-10_to_2024-09-10,20240821_a76516_070243_081204,a76516,val
step1_raw_2024-08-10_to_2024-09-10/20240821_ab6ea5_081627_094158,step1_raw_2024-08-10_to_2024-09-10,20240821_ab6ea5_081627_094158,ab6ea5,train
step1_raw_2024-08-10_to_2024-09-10/20240821_ab7613_102456_113544,step1_raw_2024-08-10_to_2024-09-10,20240821_ab7613_102456_113544,ab7613,val
step1_raw_2024-08-10_to_2024-09-10/20240821_ac2cb2_061849_072040,step1_raw_2024-08-10_to_2024-09-10,20240821_ac2cb2_061849_072040,ac2cb2,test
step1_raw_2024-08-10_to_2024-09-10/20240821_ac308f_062903_075651,step1_raw_2024-08-10_to_2024-09-10,20240821_ac308f_062903_075651,ac308f,train
step1_raw_2024-08-10_to_2024-09-10/20240821_c07a14_060508_071413,step1_raw_2024-08-10_to_2024-09-10,20240821_c07a14_060508_071413,c07a14,train
step1_raw_2024-08-10_to_2024-09-10/20240822_346114_113849_124810,step1_raw_2024-08-10_to_2024-09-10,20240822_346114_113849_124810,346114,train
step1_raw_2024-08-10_to_2024-09-10/20240822_4007ed_090155_103900,step1_raw_2024-08-10_to_2024-09-10,20240822_4007ed_090155_103900,4007ed,train
step1_raw_2024-08-10_to_2024-09-10/20240822_406890_082648_093531,step1_raw_2024-08-10_to_2024-09-10,20240822_406890_082648_093531,406890,val
step1_raw_2024-08-10_to_2024-09-10/20240822_461f06_094152_114212,step1_raw_2024-08-10_to_2024-09-10,20240822_461f06_094152_114212,461f06,val
step1_raw_2024-08-10_to_2024-09-10/20240822_4851ae_062450_075438,step1_raw_2024-08-10_to_2024-09-10,20240822_4851ae_062450_075438,4851ae,train
step1_raw_2024-08-10_to_2024-09-10/20240822_896169_110556_122152,step1_raw_2024-08-10_to_2024-09-10,20240822_896169_110556_122152,896169,train
step1_raw_2024-08-10_to_2024-09-10/20240822_89649f_084118_102606,step1_raw_2024-08-10_to_2024-09-10,20240822_89649f_084118_102606,89649f,train
step1_raw_2024-08-10_to_2024-09-10/20240822_a0a545_074830_084927,step1_raw_2024-08-10_to_2024-09-10,20240822_a0a545_074830_084927,a0a545,train
step1_raw_2024-08-10_to_2024-09-10/20240822_ab5c12_094121_104256,step1_raw_2024-08-10_to_2024-09-10,20240822_ab5c12_094121_104256,ab5c12,test
step1_raw_2024-08-10_to_2024-09-10/20240822_ab7268_113225_123235,step1_raw_2024-08-10_to_2024-09-10,20240822_ab7268_113225_123235,ab7268,train
step1_raw_2024-08-10_to_2024-09-10/20240822_ac21af_054936_065856,step1_raw_2024-08-10_to_2024-09-10,20240822_ac21af_054936_065856,ac21af,train
step1_raw_2024-08-10_to_2024-09-10/20240822_c07a14_060002_072541,step1_raw_2024-08-10_to_2024-09-10,20240822_c07a14_060002_072541,c07a14,train
